jml_lantai,ruangan,luas (m2),harga
1,4,143,1095000
5,4,102.75,1530000
1,3,103.5,1550000
2,4,122.7,1049000
3,4,99,1400000
1,3,72.16,1550000
1,2,81,999000
3,3,72,1190000
2,4,100,679000
4,4,115.2,699000
5,3,98.83,1465000
3,3,79,1165000
1,3,77.4,1415000
0,4,140,2950000
4,4,115,699000
3,2,73,940000
0,2,40,530000
3,1,18,310000
4,3,83,990000
5,2,74.77,870000
2,3,52.56,990000
2,3,145,3160000
0,2,38,625000
2,2,57.35,687000
1,2,40.33,438690
1,3,77,850000
3,3,60,585000
2,2,39,509000
1,3,90,1750000
5,3,105,2490000
4,2,61.1,855400
5,3,91.32,2050000
0,1,40.51,599000
2,2,69.35,730000
3,1,18,310000
5,7,201.58,2990000
0,4,92,550000
0,2,84,949000
0,2,36.9,255000
0,4,92,560000
1,4,117,2890000
0,2,30,480000
0,2,30,480000
0,1,53.1,610000
0,2,30,480000
3,2,73,940000
0,2,40,530000
3,2,73,940000
2,4,81,1050000
6,2,80,1690000
2,4,120.95,899000
3,2,61,745000
2,2,57.7,639000
0,3,92,1200000
4,3,76.34,1198000
3,3,52.76,685000
1,5,131,1200000
2,2,64,720000
3,4,126,1690000
0,2,37,465000
2,2,34,398000
2,3,101,3300000
3,2,61,745000
4,8,142.5,300000
3,3,52.8,685000
2,3,84,999000
1,5,84.52,680000
3,2,61,745000
0,2,39,389000
2,2,31,328000
4,2,41,559000
4,2,45,469000
3,2,61,745000
0,1,16,210000
3,4,72.8,990000
6,2,80,1690000
3,3,74,1110000
3,3,63.43,1190000
3,2,61,745000
2,3,73,549900
4,2,44.5,475000
3,3,52.76,685000
2,3,133.79,3300000
1,3,86.65,1100000
1,2,59.71,600000
0,2,33,360000
0,1,21,495000
1,3,91,810000
4,1,31.18,398700
3,3,113,699000
1,2,63,435000
1,3,78.78,999000
3,1,29.5,465000
2,4,189,909000
0,3,61.6,399000
2,1,190,908000
2,2,36,309000
2,2,64,720000
5,3,93.61,990000
5,4,57.2,839000
2,2,52,780000
5,4,57.2,839000
1,1,41.46,520000
2,2,36,309000
4,1,31.18,398700
3,2,72,719000
0,10,325,2400000
5,4,57.2,839000
1,2,63,435000
4,4,74,535000
3,2,77,1078000
1,1,41.48,520000
2,3,73,499000
3,4,114.4,799000
4,1,33,396000
2,3,94,550000
0,1,32.4,345000
0,4,89.88,950000
2,4,102.92,980000
1,2,45,289000
0,2,42,285000
4,1,24,324000
2,2,47,930000
1,1,32,339000
2,2,36,599900
2,2,58.13,749000
0,3,78.89,999000
3,3,72,1190000
3,2,79,499000
0,4,87.12,1264000
0,2,38,525000
1,2,62,295000
0,4,118.39,699900
0,2,40,519000
0,4,118,700000
0,2,46.75,799000
4,5,94,1107800
0,1,19,286000
5,1,60.84,460000
0,1,19.5,286000
4,4,136,990000
5,2,56.7,649000
0,1,19.5,286000
3,5,105,1135000
1,1,19.5,289000
2,2,50,920000
1,2,37.56,289000
2,3,63,615000
3,2,39,599000
2,2,31.82,255000
2,2,48,576000
0,2,41.5,580000
0,2,47,799000
4,2,44,620000
0,2,34,359000
2,2,38.4,308000
2,2,49.5,410850
0,2,41,360000
0,3,56,599000
0,2,41.5,580000
2,2,51.5,479000
5,4,92,1410500
6,2,46,413000
0,1,29,249000
3,2,48,410000
0,2,32,398000
0,2,71,850000
1,2,39,439000
3,2,40.3,299999
2,1,34.4,330000
0,2,40,340000
4,2,49,576000
5,1,25,330000
0,2,42,579700
3,2,60,550500
3,1,28.37,410000
0,2,75.5,490000
0,3,49.07,850000
3,3,56,440000
1,4,96,850000
1,2,45,270000
5,2,52.4,729000
1,2,46.38,495000
2,6,122,1490000
1,1,30,600000
4,3,66,1220000
2,2,47.29,569000
2,2,36,529000
2,2,51.5,380000
2,2,52,380000
2,1,189,908000
3,1,36,445000
4,3,49,539000
0,3,56,728000
1,1,26,329000
3,1,44.3,445000
4,4,82,1750000
2,3,49.4,635000
1,4,76.22,1140000
0,2,40,340000
1,1,19,270000
4,3,107,999000
0,1,32,398000
2,2,50,635000
0,4,97.8,870000
2,3,56,539000
2,2,57,676000
5,2,52.04,787000
1,2,39,319000
1,4,135.4,475000
4,2,47.3,559000
7,2,53,815000
4,2,54,629000
4,1,33.93,419000
3,3,51.22,799000
0,4,87,890000
0,2,43,515000
1,3,53.75,605000
3,4,76.35,630000
0,2,40,500000
0,5,124,1600000
0,2,46,309000
3,3,65.85,679000
4,2,60,565000
3,2,40,415000
3,3,68,595000
1,2,40,550000
2,1,27,418000
0,2,42,579000
1,1,21.4,195000
1,1,29.38,249000
2,3,69,772800
3,2,54.2,729000
1,4,63,605000
0,1,20,269000
1,2,47,375000
0,1,29,434000
4,1,30.7,429000
2,2,49.5,350000
4,2,48,575000
0,2,33.17,298500
4,2,64.5,594000
2,1,35.5,499000
0,1,29,249000
4,2,36,349000
0,1,32,398000
3,1,29,409900
1,2,32.5,389000
1,3,62.81,730000
4,2,55,520000
4,3,71.93,575000
3,1,19.4,299000
7,2,54.7,815000
0,1,20,269000
1,1,35.5,455000
3,3,82.9,563720
3,2,54.2,780000
3,3,54,840000
3,2,38.3,575000
0,3,69,599000
0,2,43,515000
0,3,56,728000
3,3,56,445000
4,2,42,490000
2,2,50,480000
1,1,35.54,459000
2,3,59.5,640000
1,2,43.18,540000
0,1,20,279000
2,2,46.05,340000
3,1,18.2,269000
2,2,52,380000
0,3,75,1150000
1,2,50.25,520000
2,2,48,1340000
0,3,68,620000
3,3,53,675000
3,3,49.8,389000
0,2,43,520000
7,3,45.49,811000
2,2,32.5,255000
5,1,20,330000
1,2,50,390000
1,4,58,649000
2,2,50,639000
3,4,126,1599000
1,2,47.25,375000
4,2,47.3,559000
2,3,48,390000
1,2,65,753000
6,2,34,485000
1,2,47,375000
2,2,44,389000
4,1,24.62,275000
0,2,36,345000
1,5,146,590000
3,3,81,1499000
4,2,46,575000
6,2,33,438500
0,3,69.16,595000
3,2,54.9,399000
3,2,38,399000
1,2,45,270000
2,2,50.7,450000
1,2,39,320000
2,3,96,699000
2,2,31,439000
2,2,55,442000
0,1,28,449000
3,2,37.2,405000
3,3,73.22,1195000
2,2,43,579000
2,1,35,475500
0,2,46,340000
0,3,69.16,595000
3,3,56,440000
0,2,38,439000
4,2,48.96,570000
4,3,54,412000
2,2,49,547000
3,3,51.5,420000
3,2,49.2,620000
1,2,43,516000
3,2,40,500000
2,2,38,410000
1,1,20,360000
2,2,66.87,720000
2,2,43,579000
1,1,20.37,255000
0,2,35.5,470000
0,2,43,510000
5,3,85,1299000
0,2,43,515000
2,2,51.1,439000
3,3,64.24,1049000
3,2,50.18,490000
1,2,72.33,1275000
4,1,20,285000
4,2,50,360000
4,1,31,429000
0,1,32,418000
2,2,52,355000
4,1,38.5,720000
4,1,34,449990
1,1,19,359000
4,1,31,432000
4,1,31,432000
5,1,33.9,420000
2,3,76.91,880000
0,1,16,279999
2,2,48,725000
0,2,38.8,439000
2,3,77,890000
4,1,31,432000
4,1,31,429000
1,2,51,579000
0,2,35.5,470000
4,2,31,429000
2,2,50.64,485000
2,1,35,630000
4,1,30,540000
1,2,52,535000
2,3,76.91,880000
4,1,38.5,720000
4,1,30.7,429000
3,2,34,499000
4,1,35,445000
4,2,53,585000
4,1,31,429000
1,1,29.21,480000
2,2,35,475000
3,2,52.67,435000
1,3,84,2800000
2,2,37.5,408000
3,2,42.3,634000
7,3,71.4,935000
1,3,85,2700000
1,2,60.95,795000
3,2,46.94,520000
3,3,85,1150000
2,3,64,510000
2,2,70.25,995000
1,2,57.27,859000
6,3,79.47,1280000
0,3,57.25,627000
1,3,76.45,1220000
1,3,84.62,2700000
2,2,53,549000
3,2,54,1050000
1,2,58.3,810000
6,2,48.87,635000
3,2,42.3,634000
1,2,53,539900
2,2,38,650000
6,3,79.47,1280000
2,1,31,365000
1,3,59.6,780000
1,3,85,2670000
3,3,71,1150000
7,3,71.38,935000
1,2,44,599000
2,2,46.82,730000
3,2,40,480000
4,3,50,720000
0,2,46.2,355000
2,2,47,730000
2,1,35,475500
0,3,57.25,629000
3,2,53.72,1050000
1,2,51,910000
1,3,85,2700000
0,2,54.3,735000
1,3,53,609000
1,3,85,2700000
2,2,53,550000
3,2,48.5,920000
3,2,37,499000
4,2,54.88,380000
0,1,37.43,715000
1,2,45.97,359000
1,2,47,579000
1,3,85,2700000
2,3,68.3,1290000
1,3,85,2670000
1,3,84.62,2699000
5,2,52,770000
2,1,35,475500
2,2,60.55,1050000
1,2,47,940000
2,1,35,475500
0,2,53,440000
1,1,28,379000
1,2,44.85,550000
0,3,74.9,1295000
0,2,44.85,550000
2,2,69,1049000
8,3,74.2,849000
3,3,63,590000
3,2,38.5,549999
0,4,74.9,1295000
3,3,63,550000
2,2,60.55,1069999
4,2,36.3,690000
2,2,48,409000
1,2,56,699999
2,2,60.55,1049999
3,2,46.48,521000
0,2,55.62,1112400
0,2,44.85,550000
0,3,75,1295000
1,2,56.18,565000
1,1,30,600000
3,3,63,590000
3,2,46.87,595000
3,2,49,550000
3,4,62.71,550000
1,2,56,565000
1,2,44.85,550000
2,2,42.9,499000
2,2,60.55,1049999
0,2,50.4,469000
0,1,32,398000
3,3,63,590000
4,2,36,690000
5,2,52,759000
1,2,40,559000
1,2,53.01,899000
2,2,60.55,1049999
3,3,63,580000
0,2,45.51,395000
3,2,54,450000
0,1,32,389000
4,2,36.03,690000
1,3,69.16,594000
2,2,38,646000
8,3,72.3,864000
0,3,69.16,595000
1,2,50,599000
0,3,57.21,629000
4,2,48.96,575000
2,1,26.1,249000
2,3,63,890000
2,2,46.68,610000
3,1,36,299000
1,2,37,576000
0,2,52,429000
4,2,38.7,550000
3,3,37.5,468500
2,2,52,380000
3,2,40,415000
3,2,40,400000
3,2,40,415000
3,2,54.06,699000
2,3,48.5,547000
2,4,113,2250000
4,5,101.47,1410000
1,1,28,447000
2,3,48,390000
7,2,53.2,680000
3,3,64.65,485000
5,2,52.4,739000
2,3,63,890000
4,2,43,765000
0,2,50.31,850000
3,2,40,415000
2,4,86.17,900000
4,5,101.47,1445000
3,4,96.3,760000
1,2,52,456000
2,1,35,349700
2,2,46.68,610000
0,2,34.69,499000
2,1,32,429000
3,2,52,999000
3,3,73,1490000
4,4,107,998500
4,2,57.9,399000
1,3,72,1149000
1,2,42.71,310000
1,2,39.5,580000
2,2,52,560000
1,2,46.3,605000
4,2,49.2,735000
3,1,28.21,389000
3,2,40,415000
3,2,36.5,550000
1,2,50.45,579000
5,2,36.07,569000
3,2,51,599000
0,3,66,1150000
3,4,82.28,750000
0,2,42.6,290000
4,2,47.3,559000
2,2,43.85,540000
4,2,54.16,579000
1,1,37.29,314000
3,2,50.5,550000
3,1,36,299000
2,3,63,890000
3,4,68.8,780000
6,2,47.81,921000
0,3,65.97,1150000
4,2,46.5,899000
2,2,52.77,769000
0,3,56,740000
3,1,27.69,219000
2,2,52.25,595000
2,2,51,499000
4,2,53.95,490000
2,3,48,387000
3,2,66.71,839000
2,2,50.94,498770
0,2,40,340000
0,3,60,469000
2,2,37.23,340000
3,2,51,599000
2,2,44,539000
2,3,59,465000
2,1,35,285000
3,2,35,345000
3,1,36,310000
2,3,47.6,575000
3,2,52,549900
2,2,37.08,355000
0,2,42,498700
3,2,50.5,550000
4,2,53.32,426000
1,2,46.3,590000
2,1,35,379000
0,1,28.76,409000
1,2,50,390000
2,2,47,579000
2,3,50.94,498770
2,2,43,540000
0,2,35,795000
1,2,36.16,565000
2,3,67,600000
1,2,50,980000
2,2,51,498770
3,3,61,1219000
0,3,66,1150000
3,2,52,550000
3,2,54,519000
3,2,26,480000
1,3,75.35,849000
0,2,42,498700
3,1,35.6,440000
1,2,50.45,579000
4,2,51.88,685000
0,2,48.32,429000
2,3,59,812000
2,3,59,469000
4,3,99,370000
4,2,51,405000
0,2,36.23,550000
1,2,46.3,595000
3,2,53,559000
2,2,51,499000
4,2,47.3,559000
1,2,50.45,579000
0,3,54.6,750000
2,1,30,380000
0,3,66,1150000
0,3,56,580000
1,2,50,1090000
3,2,37,495000
1,3,62,615000
3,3,79,1100000
3,1,36,419000
4,2,47.3,558000
4,3,44.2,675000
6,5,52.04,685000
1,3,59.17,798795
5,3,91.7,875000
1,1,19,300000
2,2,51,565000
3,2,52,550000
1,1,19,295000
2,2,44,539000
2,3,47.78,385000
1,2,45,359000
3,2,54,519000
2,2,51,499000
0,3,66,1150000
1,2,50.45,579000
0,2,49.5,630000
3,2,53,735000
2,1,19.69,310000
2,2,43.85,540000
1,2,53,420000
0,2,26,490000
3,1,34.6,355000
1,2,36.16,565000
0,2,42.58,290000
3,1,32.5,280000
3,1,28,380000
5,1,19,319000
1,1,32,310000
5,1,19,330000
3,1,36.9,350000
3,3,127,1700000
4,4,74,470000
4,2,48,540000
2,2,56.2,530000
1,2,45,370000
2,2,44.81,675000
4,1,36,449000
4,1,36,449000
3,4,107.9,852000
7,3,71.38,935000
1,2,68,1050000
2,1,32,449000
1,2,38,456000
3,3,56,440000
4,2,51,415000
2,2,34,470000
7,3,71.38,935000
2,1,32,449000
4,2,60,750000
4,1,20.19,289700
2,2,50,580000
3,2,47.89,410000
0,3,76,869000
3,2,48,410000
3,1,39,385000
3,2,47.89,419000
4,2,27.38,395000
2,2,56.2,533000
4,2,49.2,688800
5,4,94,1290000
5,2,50,620000
4,3,43.19,435000
3,1,36.9,350000
4,3,44,435000
5,2,56,839000
8,3,51.5,618000
6,3,64.6,740000
3,2,48,410000
3,1,42,445000
1,1,21.64,330000
2,2,52,380000
3,2,47.89,410000
1,2,46,359000
7,3,80,680000
4,1,28.65,455000
0,3,60.86,608600
3,3,75.94,1060000
3,4,107.9,852000
2,2,56,548000
2,2,48,540000
3,2,46.81,449000
4,1,26,395000
3,1,44,450000
2,1,32,449000
5,4,100,1290000
2,1,15.82,255000
2,2,43.4,780000
6,3,72,1368000
0,3,54.9,385000
7,3,72,935000
2,3,91,1090000
2,2,35,369000
3,1,28.21,406000
5,2,56,839000
3,1,44,440000
3,3,64.8,709000
3,2,48,399000
8,2,44.41,699000
3,2,49,362000
0,2,45,679000
3,2,56,980000
2,3,50.5,835000
0,3,61.18,560000
1,2,48,600000
1,2,53.46,620000
5,3,66,439000
0,2,40,499000
2,2,34,470000
5,1,30.5,399000
1,4,56,695000
2,2,56.2,520000
0,2,47,799000
5,2,51,729000
7,3,71.38,935000
1,2,42,550000
7,3,71.38,935000
3,4,107.9,852000
1,2,53.46,620000
3,1,44,440000
2,2,34,470000
4,2,36,460000
3,2,36,379000
5,3,57,630000
3,1,44.3,445000
1,1,35,418000
3,1,44,440000
3,1,28.21,380000
8,2,46,715000
6,3,79.47,1245000
6,3,72,1368000
3,2,66,575000
3,2,44,359000
2,1,15.33,285000
1,2,48,375000
2,2,50,679000
0,2,49.5,630000
1,1,33,389000
4,2,57,755000
3,1,41.46,515000
0,2,38,430000
4,1,30,379000
4,2,57,755000
2,2,38,550000
4,2,57,755000
1,2,37.43,515000
1,2,50,385000
4,1,30,379000
1,2,48,495000
1,2,44.9,484900
5,2,62,834000
1,2,48,495000
3,1,37.06,295000
1,2,48,495000
4,1,30,375000
6,2,33,449000
3,3,47,599000
0,2,52,470000
6,2,32.48,449000
3,2,38,470000
3,3,62,849000
1,2,48.13,485000
6,2,32.48,449000
4,3,62.36,669000
2,1,15.33,285000
5,2,52.2,570000
2,2,44.9,484900
2,2,36,488000
1,2,48,495000
1,1,37,410000
0,3,60,480000
3,3,62,850000
4,2,47,290000
5,2,57.12,960000
1,2,45,484900
4,2,47.3,559000
5,2,57.12,940000
4,2,57,755000
3,2,45.85,673000
0,2,40,500000
2,2,50,525000
0,2,40,500000
4,2,49.68,575000
3,2,45,670000
3,2,45.85,670000
3,1,32.51,374990
0,2,51,499000
0,2,48,429000
0,2,40,498000
0,2,40,500000
3,2,38.34,590000
3,2,45.85,670000
1,2,36,509000
3,2,37.76,455000
1,2,47.25,375000
3,2,50,500000
1,2,50,389000
3,2,45.85,670000
7,2,50.5,480000
2,2,36.46,279000
2,2,53.7,535000
5,2,36,690000
3,2,51.5,590000
4,2,53,680000
4,2,49,277000
0,3,37.51,439000
9,3,47,650000
2,2,54,860000
1,1,31.4,619000
2,4,56.2,699000
2,1,18.3,210000
3,2,51.5,790000
6,1,33.2,380000
2,2,45,669000
1,2,50,525000
5,2,50.35,615000
3,3,56,440000
3,2,51.5,590000
3,2,45.85,670000
7,4,93.4,670000
4,1,38.7,437000
0,2,48.32,429000
1,2,50,489000
1,2,38.9,300000
3,2,46,670000
2,2,52.4,480000
0,2,48.32,429000
0,2,51.35,490000
0,2,40,498000
3,2,45.85,670000
2,2,50,525000
1,1,36,455000
2,2,38,520000
4,3,75.2,1015200
3,2,45.85,670000
4,1,21,350000
3,2,36.52,411000
0,1,23.41,320000
2,2,52,1069000
3,3,50.5,647000
0,2,51,499000
3,1,28.21,388000
0,2,48,429000
1,3,77,1220000
2,2,56,900000
3,2,47,540000
1,2,37.66,770000
0,3,44,529000
1,3,73,799000
2,2,38.5,385000
3,2,49.7,572000
4,2,44.5,496000
1,2,50,525000
5,3,86,680000
7,2,50,740000
2,2,53.38,480000
1,1,38.2,482000
2,3,54.31,538000
2,2,52.3,389000
1,1,36,405000
0,2,49.1,630000
1,1,36,400000
2,1,20.1,293000
0,3,44,480000
2,2,50.8,660000
3,2,45.85,685000
3,3,60,760000
3,2,49,390000
1,2,50.25,520000
0,3,44,529000
0,3,70.5,776000
5,2,40,635000
3,2,48.5,520000
4,3,60.54,668000
4,2,38,550000
3,2,45.85,686000
5,1,29.9,595000
3,2,37,465000
1,3,46,519900
3,3,69.23,570000
4,2,51.1,330000
3,3,72,950000
4,1,23,319000
2,1,30,380000
0,3,60.99,534900
4,2,37,350000
3,2,53.95,585000
1,3,54,585000
4,1,33.48,498000
5,2,39,415000
1,2,52.4,415000
3,2,52,590000
0,1,26,249000
1,3,57,555000
3,2,45,499000
4,1,30,389000
4,5,88,520000
2,2,41,475000
1,1,38,449800
2,2,32,265000
3,2,53.9,475000
1,4,65,779000
4,4,55,469000
0,2,39.15,380000
1,1,38,449800
3,2,40.91,814000
0,3,91.3,850000
1,1,35,385000
0,2,29,409990
0,2,51.16,510000
4,1,29.85,385000
3,2,52,388000
2,2,36.6,307000
1,2,45,484000
1,2,38,425000
2,2,46,490000
4,3,63.57,820000
7,2,47.4,358900
2,2,37.2,345000
3,2,48.69,569000
0,2,46.6,355000
2,3,57.6,1173000
0,2,47,415000
2,2,44,265000
7,3,47.5,349000
0,1,20,255000
0,1,39,283000
0,4,80.4,790000
0,1,22.9,325000
0,2,50,480000
2,2,36.3,471900
2,2,52.64,585000
4,1,34.61,449990
3,3,56,440000
0,2,43.8,325000
4,1,24,263900
2,2,51,470000
0,3,53,480000
2,2,38,530000
1,2,39,507000
1,2,58,1322400
1,1,27.9,485000
3,2,51.49,375000
3,5,136,1564000
2,2,50,319000
6,2,47,870000
3,2,49.4,525000
2,2,48,410000
0,1,25.9,323750
4,1,33.48,498000
2,2,36.4,405000
0,1,26,320000
0,3,51.49,409000
3,3,55,499000
1,2,55.5,479000
4,2,52,420000
7,2,37.5,670000
3,2,53,400000
1,2,37.86,419000
2,2,32,265000
3,3,63.7,610000
3,2,53.6,519000
1,2,271,550000
2,2,55,638000
2,3,59.1,519000
2,1,30,325000
2,1,38,440000
4,2,53,439000
0,2,52,445000
0,3,150,890000
3,2,40,415000
0,3,80,575000
4,2,38,356000
0,3,51.49,409000
9,1,25,235000
3,2,65,594000
0,5,140,1680000
4,2,46,635000
4,2,34.5,445000
7,2,37.5,670000
0,2,39.15,380000
3,3,63.8,444000
2,3,83.3,580000
2,2,54.99,890000
4,2,54,365000
0,2,51.35,499000
2,2,54,299000
1,3,55.1,934000
0,2,42.3,445000
2,2,33.6,309000
1,3,70,749000
2,2,52,349000
4,3,59.16,549000
7,2,64,800000
4,3,65,345000
0,1,19,220000
2,2,37,400000
0,2,46.6,355000
1,1,29.68,450000
3,2,49,514000
0,3,69.16,595000
5,2,44,370000
4,1,29.85,395000
3,2,46.4,580000
0,1,23.7,240000
1,2,54.63,409000
0,3,52,465000
3,2,52,398000
4,1,29.45,335000
1,2,44,570000
4,2,46.37,349000
3,2,40,415000
3,2,39.5,536000
1,2,39,499000
1,1,38.2,482000
3,3,56.1,549000
1,5,124,1600000
3,2,46.08,420000
2,1,23.7,497500
4,2,37,289990
2,2,54,285000
2,4,55.8,640000
1,2,57,720000
2,3,46,520000
3,3,50,499900
1,2,48,550000
2,2,38,550000
0,2,43,279000
1,2,46,479700
3,1,35,248000
2,2,43,408000
0,2,39.15,375000
1,2,36,390000
1,4,88,619000
2,3,55.53,599000
0,3,47,690000
2,2,56.19,565000
0,2,42.3,445000
0,2,43.5,360000
3,3,56,445000
3,3,55,499000
1,5,147,1050000
0,2,36.44,339999
3,3,53,560000
0,2,50,632500
4,2,44,409000
0,2,37,650000
4,2,37.4,465000
0,2,35,295000
1,2,40,640000
1,2,50,388000
7,2,45,550000
1,1,38.2,482000
6,2,47,880000
3,2,39.5,536000
4,3,51.26,575000
0,2,34,410000
6,2,40.59,645000
4,4,66.46,639000
0,2,52,499000
2,2,55,529000
0,1,26,315000
1,2,47,489000
1,3,64,599000
1,2,44,305001
2,2,50,460000
1,3,48,459000
9,2,36,339000
2,1,27.9,484000
1,4,90,448999
2,4,88.95,535000
3,3,67,379000
1,3,100,920000
2,3,76.79,740000
4,3,58,420000
2,1,27.04,305000
9,3,70,1100000
1,1,38.2,388000
2,4,83.28,990000
4,1,30,385000
3,2,39,536000
1,1,26.02,315000
2,3,50.76,519000
1,2,39,507000
1,2,42,575000
0,2,47,355000
3,3,47.68,430000
3,2,54,519000
0,1,32.14,349000
0,3,60.2,535000
4,2,46,335000
1,3,53,750000
1,1,38,450000
2,1,21,305000
2,2,49.5,475000
2,2,38,419000
1,2,37,480000
3,3,49,570000
2,3,62.5,545000
2,1,30,369000
1,1,25.77,290000
2,2,35.9,255000
9,1,24,294000
0,1,19.5,286000
6,3,56.2,680000
3,1,18,252000
3,3,50.1,480000
4,1,30,375000
0,3,58.7,795000
0,2,29,409990
4,3,46,335000
6,2,37.9,460000
1,2,53.43,530000
1,2,38,430000
3,3,46.2,589000
0,2,43,479000
1,1,21,255000
1,1,32,270000
1,4,68,859000
3,3,50,520000
0,2,39.15,370000
2,3,58,1150000
2,3,51.8,680000
4,2,38,315400
0,1,26,249000
3,1,43,449000
0,1,26,320000
0,2,42,285000
0,2,39,290000
5,4,62,868000
9,2,33,339000
2,2,46.5,350000
2,2,50,580000
2,2,36,498000
2,2,54,285000
1,2,50,390000
0,3,65,512000
2,3,55.53,579000
7,3,58,808900
4,1,30,375000
2,3,50.72,575000
0,1,19.5,286000
3,3,50,499900
2,2,47,350000
3,3,50,499900
0,2,49.1,480000
5,3,75.8,715000
1,2,51,520000
5,3,48.2,474000
0,1,37,430000
0,1,25,250000
4,3,48.5,550000
3,3,50,495000
2,1,37.47,440000
1,2,47.13,379000
1,2,39,507000
4,3,51.26,595000
2,2,52.83,590000
1,3,56,671000
4,2,51.9,429000
0,3,64,439000
4,2,50.3,520000
2,2,43.39,319000
0,2,55.9,345000
3,2,54,519000
3,1,39.45,459000
3,2,65,594000
6,1,27.2,348000
0,1,25,239000
0,3,59,510000
2,1,27.9,485000
7,2,47.4,359000
1,2,43.74,570000
4,3,50.1,309000
3,2,35,470000
3,2,39.5,536000
1,2,35.77,299000
4,1,36.66,355000
2,2,51.09,345000
0,2,54.3,359000
1,3,68.16,359923
4,3,59.8,498000
7,2,47.4,354900
1,2,54.5,400000
3,3,61,740000
0,2,53.6,750000
2,2,54.2,530000
4,1,38,305000
2,2,57,779000
0,2,45,580000
0,1,11.74,215000
2,2,54,530000
2,2,54.2,530000
3,3,59,959000
2,2,54.2,530000
3,1,24,299500
0,1,23,320000
0,4,68,760000
3,3,47,633000
5,3,76,715000
1,2,24,365500
4,3,51,699000
4,3,51,699000
0,3,53.5,723000
3,3,59,960000
0,2,46,559900
1,1,25,342000
1,2,52,460000
0,2,47,599000
0,2,36.9,460000
0,3,61,789000
4,3,51,699000
7,2,40,450000
0,3,65,795000
0,4,68,760000
3,3,54.89,1065000
4,3,51,699000
0,4,68,760000
3,2,52,366000
0,2,49.1,480000
4,3,48.51,354123
1,3,56.4,435000
0,2,35.81,295000
3,2,52,398000
1,1,18,320000
4,2,50,750000
2,2,37.6,570000
3,2,37.03,485000
4,1,23,329000
3,4,64,750000
3,3,47,509000
3,2,55,450000
2,2,46.6,699999
0,2,50.1,625000
0,2,49,480000
1,3,61,730000
2,2,46.59,699000
4,2,46.27,450000
4,3,47,513000
1,1,26,359000
0,2,48.7,499000
2,2,46.6,699999
3,2,37.03,480000
0,2,57.23,750000
3,2,34,542000
6,2,37.5,415000
0,2,25.9,323750
0,2,41.95,375000
5,3,54.21,650000
1,2,37.9,399000
2,2,33.87,398000
4,2,46.27,450000
4,3,57.45,589000
3,2,36.1,299000
4,2,34.71,460000
2,2,46.6,699900
4,2,50,750000
3,3,49,875000
2,2,38,489000
9,1,24,290000
3,1,26,309990
0,2,35.81,295000
0,1,25.9,324000
4,2,46.27,450000
3,3,49,875000
2,2,37.2,444000
0,2,57.39,779000
3,2,37,480000
0,1,25.9,323750
0,2,42.13,499000
4,2,46.27,450000
3,3,45.83,520000
4,2,48.15,499999
3,10,26,309990
4,2,50.5,405000
1,1,29,420000
4,2,48.25,499999
2,2,44,699999
0,2,57.39,749000
4,2,37,429000
3,2,37,480000
3,2,37,480000
2,1,28,490000
0,2,41,375000
9,3,46,465000
3,2,55,450000
3,3,48.65,515000
0,1,25.9,323750
9,2,35.5,519000
2,1,42,450000
3,2,46.94,570000
5,3,48.5,619000
0,2,56,690000
0,3,48.8,466000
4,3,47,485000
4,2,39,539000
3,3,52.12,869000
7,4,66,849000
0,2,56,690000
0,1,27,359000
4,2,37,276000
1,3,47.66,520000
2,2,47.6,630000
3,3,51.46,497000
3,3,58,560000
9,2,35.5,519000
7,3,55.3,549000
5,3,48.5,650000
7,4,65.7,849000
0,2,56,690000
5,2,48,349000
0,2,46,499000
5,3,64.2,695000
7,2,38.9,415000
4,2,37.5,480000
4,2,38.5,480000
0,2,56.09,680000
0,1,26,319000
1,2,42.13,530000
0,2,56,690000
2,2,37,345950
4,2,41,330000
5,3,49,629000
2,2,34.25,415000
2,2,38,415000
5,2,48,349000
5,2,33,449000
1,1,23.34,368000
3,3,52.12,869000
7,4,65.7,849000
1,3,44,470000
9,2,35.5,519000
2,2,37,345950
1,2,48.16,632100
1,2,38,409000
4,2,41,549000
4,2,49,365000
2,2,47.6,630000
2,2,37,345950
5,2,33,450000
2,2,41,599000
7,4,66,888000
0,3,47.3,454000
4,2,39.25,299000
1,2,45.2,660000
7,4,66,848700
3,3,50,495000
0,3,54,550000
1,2,36,285000
1,3,61.5,450000
1,2,39,507000
3,2,54,699000
3,2,38,485000
1,3,76.5,1220000
1,3,48.2,545000
4,1,26,339000
3,2,38,400000
4,1,29.39,302000
4,2,49,359000
2,1,25.4,320000
7,2,38.4,465000
0,2,38.1,469000
1,3,49,544700
2,2,53.05,475000
2,1,24,350000
3,2,38,485000
1,2,42.5,520000
3,1,26,260000
1,3,49,545000
2,1,37.5,432000
4,2,50.3,520000
3,1,48.2,545000
1,2,42.5,520000
4,2,38,479000
5,3,54.5,780000
1,3,48.2,545000
0,4,59.3,590000
1,2,42,520000
2,2,37,478700
3,2,38,485000
5,3,52.7,400000
3,2,38,465000
2,1,37.5,435000
4,2,50.3,520000
1,3,51.46,539000
0,2,38,425000
1,2,38,399000
0,4,59,620000
3,2,37.17,369000
1,3,58.08,489000
3,3,75,649000
2,4,96.4,915000
5,3,49,699000
1,3,48.2,545000
